Rk,School,Conf,W,L,Pts,Opp,MOV,SOS,OSRS,DSRS,SRS,Year
22,Kansas,Big 8,19,12,89,78.9,10.1,8.55,14.88,1.07,15.95,1989
23,Saint Mary's (CA),WCAC,25,5,76.1,57.6,18.5,-1.02,-2.94,18.64,15.7,1989
24,Virginia,ACC,22,11,81.9,78,3.97,11.17,9.36,6.02,15.38,1989
25,Florida State,Metro,22,8,91.3,80.7,10.57,4.19,16.19,-1.07,15.12,1989
26,Georgia Tech,ACC,20,12,80.2,74.2,6,8.19,7.15,7.04,14.19,1989
27,Wisconsin,Big Ten,18,12,70,64.7,5.3,11.23,-1.62,15.6,13.98,1989
28,UCLA,Pac-10,21,10,81.2,77,4.19,9.51,9.54,4.36,13.9,1989
29,Minnesota,Big Ten,19,12,76.2,71.1,5.03,10.09,3.91,9.87,13.79,1989
30,Kansas State,Big 8,19,11,77.1,73.1,4.03,10.41,4.91,8.72,13.63,1989
31,Connecticut,Big East,18,13,72.7,66.4,6.35,7.26,1.25,12.36,13.61,1989
32,South Alabama,Sun Belt,23,9,91,79.6,11.44,2.26,14.92,-1.4,13.52,1989
33,UTEP,WAC,26,7,78.4,67.2,11.27,3.41,4.96,8.13,13.09,1989
34,Oklahoma State,Big 8,17,13,83.5,76.1,7.4,6.1,8.22,4.46,12.68,1989
35,Evansville,MW Coll,25,6,82.6,71.7,10.9,1.38,7.26,4.9,12.16,1989
36,Memphis,Metro,21,11,79.5,72.5,6.97,6.36,5.39,6.72,12.11,1989
37,Michigan State,Big Ten,18,15,73.9,73.1,0.79,11.04,3.66,8.17,11.83,1989
38,Vanderbilt,SEC,19,14,77.2,72.3,4.91,7.66,3.76,8.06,11.82,1989
39,Clemson,ACC,19,11,79.8,75.6,4.2,7.62,7.61,3.95,11.56,1989
40,Pittsburgh,Big East,17,13,78.9,79.3,-0.37,11.72,9.63,1.72,11.35,1989
41,Notre Dame,Ind,21,9,77.5,71.8,5.77,5.54,6.12,5.19,11.31,1989
42,West Virginia,A-10,26,5,78.1,66.2,11.9,-0.86,1.72,9.33,11.05,1989
43,La Salle,MAAC,26,6,82.7,71,11.72,-0.96,9.26,1.5,10.76,1989
44,New Mexico,WAC,22,11,79.7,73,6.7,4.9,7.66,3.03,10.68,1989
45,California,Pac-10,20,13,73.3,68.8,4.42,6.44,0.5,10.13,10.62,1989
46,Idaho,Big Sky,25,6,76.2,61.1,15.06,-2.62,-0.37,10.82,10.45,1989
47,Iowa State,Big 8,17,12,86.6,85.5,1.14,8.89,12.58,-2.56,10.03,1989
48,Little Rock,TAAC,23,8,92,80.9,11.1,-1.39,14.16,-4.29,9.87,1989
49,St. John's (NY),Big East,20,13,70.6,68.9,1.7,8.12,-0.25,10.09,9.84,1989
50,Texas,SWC,25,9,94.3,87.7,6.62,3.4,20.26,-10.57,9.69,1989
51,Alabama,SEC,23,8,76,69.9,6.06,3.52,-0.6,10.19,9.59,1989
52,Ball State,MAC,29,3,71.9,61.5,10.38,0.12,-4.33,13.8,9.48,1989
53,DePaul,Ind,21,12,77.8,73.2,4.64,5.28,1.16,8.24,9.41,1989
54,Tennessee,SEC,19,11,84,80.2,3.8,5.41,10.47,-1.26,9.21,1989
55,Saint Louis,MW Coll,27,10,74.1,65.5,8.62,0.35,-1.58,10.72,9.13,1989
56,Akron,Ind,21,8,85.3,70.7,14.59,-5.52,3.95,5.12,9.07,1989
57,Wichita State,MVC,19,11,77.7,70.9,6.8,2.24,3.31,5.46,8.77,1989
58,Siena,NAC,25,5,85,69.8,15.13,-5.65,9.34,-0.64,8.7,1989
59,Louisiana State,SEC,20,12,92.7,89.4,3.28,6.44,19.22,-11.08,8.14,1989
60,Wake Forest,ACC,13,15,76.1,76.9,-0.75,8.37,4.83,3.28,8.12,1989
61,Temple,A-10,18,12,71.8,65.7,6.03,2.07,-3.57,11.68,8.1,1989
62,Villanova,Big East,18,16,71.6,71,0.59,7.99,-0.11,7.94,7.84,1989
63,UC Santa Barbara,Big West,21,9,73,67.5,5.5,2.31,-1.64,9.45,7.81,1989
64,South Carolina,Metro,19,11,75.3,70.8,4.47,4.53,-0.51,8.28,7.77,1989
