"","Year","Seed1","Score1","Team1","Team2","Score2","Seed2","W1","L1","Pts1","Opp1","MOV1","SOS1","OSRS1","DSRS1","SRS1","W2","L2","Pts2","Opp2","MOV2","SOS2","OSRS2","DSRS2","SRS2","Upset","WP1","WP2","upsetMOV","seedDiff"
"257",1994,6,74,"Minnesota","Southern Illinois",60,11,22,13,74.3,66.1,8.29,10.27,8.63,10.43,19.06,23,7,79,70.9,8.17,0.37,5.41,1.68,7.09,0,0.63,0.77,-14,5
"258",1994,7,57,"Virginia","New Mexico",54,10,18,13,64.1,65.7,-1.61,11.26,-5.48,15.13,9.64,23,8,77.7,67.5,10.26,0.88,3.29,6.21,9.5,0,0.58,0.74,-3,3
"259",1994,1,94,"Arkansas","North Carolina A&T",79,16,31,3,93.4,75.6,17.85,7.64,20.21,3.76,23.97,16,14,75.5,77.3,-1.83,-7.83,-2.33,-7.75,-10.08,0,0.91,0.53,-15,15
"260",1994,2,78,"Massachusetts","Southwest Texas St",60,15,28,7,76.4,65.9,10.49,6.21,5.08,11.62,16.69,25,7,72.8,64.7,8.09,-7.36,-6.31,6.19,-0.12,0,0.8,0.78,-18,13
"261",1994,3,78,"Michigan","Pepperdine",74,14,24,8,79.8,73.5,6.31,12.15,9.63,8.83,18.46,19,11,72.5,64.5,8,2.56,-3.68,12.85,9.16,0,0.75,0.63,-4,11
"262",1994,4,65,"Oklahoma St","New Mexico St",55,13,24,10,80.5,68.8,11.74,8.37,7.32,10.33,17.65,23,8,80.6,71.4,9.23,-0.63,3.59,2.64,6.24,0,0.71,0.74,-10,9
"263",1994,5,102,"UCLA","Tulsa",112,12,21,7,86.1,76.5,9.54,6.77,14.15,2.16,16.31,23,8,83.4,73.2,10.26,2.5,8.82,2.11,10.93,1,0.75,0.74,10,7
"264",1994,6,91,"Texas","Western Kentucky",77,11,26,8,91.7,79.6,12.12,2.94,16.87,-1.76,15.11,20,11,77.5,70,7.48,1.67,3.02,5.05,8.07,0,0.76,0.65,-14,5
"265",1994,7,66,"St Louis","Maryland",74,10,23,6,80.6,70.2,10.41,3.14,8.18,4.57,12.75,18,12,80,73.2,6.73,7.4,10.07,4.06,14.13,1,0.79,0.6,8,3
"266",1994,1,71,"North Carolina","Liberty",51,16,28,7,85.6,72.4,13.23,9.39,16.88,5.74,22.62,18,12,71.7,69.7,2.03,-6.95,-7.67,1.01,-6.66,0,0.8,0.6,-20,15
"267",1994,2,64,"Connecticut","Rider",46,15,29,5,84.9,68.6,16.32,6.26,13.63,8.96,22.58,21,9,76,70.6,5.4,-6.29,-2.72,1.83,-0.89,0,0.85,0.7,-18,13
"268",1994,3,64,"Florida","James Madison",62,14,29,8,75.1,67.9,7.11,9.08,4.02,12.16,16.19,20,10,83.3,79.7,3.6,-1.41,7.23,-5.04,2.19,0,0.78,0.67,-2,11
"269",1994,4,61,"Temple","Drexel",39,13,23,8,63.8,54.7,9.03,8.24,-5.71,22.99,17.28,25,5,76.5,65.6,10.9,-6.21,-2.33,5.61,3.27,0,0.74,0.83,-22,9
"270",1994,5,84,"Indiana","Ohio",72,12,21,9,80.9,77.1,3.87,12.18,11.93,4.11,16.04,25,8,80.8,69.2,11.7,0.21,7.9,3.6,11.5,0,0.7,0.76,-12,7
"271",1994,6,80,"Nebraska","Pennsylvania",90,11,20,10,87.3,80.6,6.7,6.86,15.14,-1.58,13.56,25,3,76.4,64.3,12.14,-5.15,1.4,4.52,5.93,1,0.67,0.89,10,5
"272",1994,7,46,"UAB","George Washington",51,10,22,8,71.4,60.2,11.2,3.49,-1.29,15.98,14.69,18,12,69.3,66.4,2.9,6.27,-0.53,9.7,9.17,1,0.73,0.6,5,3
"273",1994,1,98,"Purdue","Central Florida",67,16,29,5,84.4,73.1,11.38,10,14.26,7.12,21.38,21,9,80.6,77.3,3.33,-7.74,2.15,-8.32,-6.17,0,0.85,0.7,-31,15
"274",1994,2,82,"Duke","Texas Southern",70,15,28,6,77.6,67.3,10.29,9,8.85,10.44,19.29,19,11,83.2,78.1,5.13,-7.39,-1.64,-4.28,-5.92,0,0.82,0.63,-12,13
"275",1994,3,83,"Kentucky","Tennessee St",70,14,27,7,86.8,74.6,12.21,9.47,15.58,6.16,21.73,19,12,80.3,74.2,6.06,-2.74,-1.09,1.14,0.05,0,0.79,0.61,-13,11
"276",1994,4,102,"Kansas","Chattanooga",73,13,27,8,80.5,68.3,12.14,8.61,9.96,10.74,20.7,23,7,81.7,77,4.73,-1.73,5.54,-3.52,2.02,0,0.77,0.77,-29,9
"277",1994,5,68,"Wake Forest","College of Charleston",58,12,21,12,71.3,65.5,5.79,7.89,0.87,13.04,13.92,24,4,76.7,65.5,11.21,-5.69,-1.5,6.12,4.61,0,0.64,0.86,-10,7
"278",1994,6,81,"Marquette","Louisiana Lafayette",59,11,24,9,69.6,61.8,7.82,8.01,-1.47,17.1,15.63,22,8,78.8,71.9,6.93,-1.04,4.53,0.82,5.34,0,0.73,0.73,-22,5
"279",1994,7,84,"Michigan St","Seton Hall",73,10,20,12,75.8,70.8,4.97,10.8,5.1,10.67,15.77,17,13,68.6,65.7,2.9,10.69,-0.35,13.94,13.59,0,0.62,0.57,-11,3
"280",1995,1,82,"Kansas","Colgate",68,16,25,6,83,70,12.97,10.02,14.11,8.05,22.15,17,13,76.5,77.1,-0.57,-4.94,0.32,-5.82,-5.5,0,0.81,0.57,-14,15
"281",1995,2,79,"Arkansas","Texas Southern",78,15,32,7,87.6,79.9,7.72,10.51,17.91,-1,16.91,22,7,83.1,73.4,9.72,-8.1,0.74,-0.1,0.64,0,0.82,0.76,-1,13
"282",1995,3,49,"Purdue","Wisconsin Green Bay",48,14,25,7,76.4,68.7,7.66,5.74,6.61,6.78,13.39,22,8,65,58.9,6.13,-1.35,-10.29,15.07,4.78,0,0.78,0.73,-1,11
"283",1995,4,96,"Virginia","Nicholls St",72,13,25,9,77.4,66.8,10.62,10.02,7.22,13.42,20.64,24,6,90.3,78,12.3,-5.5,10.71,-7.72,3,0,0.74,0.8,-24,9
"284",1995,5,62,"Arizona","Miami Ohio",71,12,23,8,84.9,75.8,9.06,10.35,14.42,4.67,19.09,23,7,70.6,60.9,9.73,0.86,-2.78,12.89,10.1,1,0.74,0.77,9,7
"285",1995,6,77,"Memphis","Louisville",56,11,24,10,79.4,70.9,8.59,5.81,8.46,5.94,14.4,19,14,76.4,72.6,3.79,7.81,6.75,4.85,11.6,0,0.71,0.58,-21,5
"286",1995,7,96,"Syracuse","Southern Illinois",92,10,20,10,82.4,73.4,8.97,7.46,11.42,3.94,15.36,23,9,77.7,71.4,6.25,3.34,5.79,2.23,8.02,0,0.67,0.72,-4,3
"287",1995,1,113,"Kentucky","Mount St Marys",67,16,28,5,87.4,69,18.36,9.71,18.84,9.23,28.07,17,13,77.4,77.1,0.37,-6.66,-1.34,-5.54,-6.87,0,0.85,0.57,-46,15
"288",1995,2,80,"North Carolina","Murray St",70,15,28,6,84.4,74,10.44,13.14,17.28,6.3,23.58,21,9,86.9,77.2,9.73,-9.02,4.11,-6.47,-2.36,0,0.82,0.7,-10,13
"289",1995,3,72,"Michigan St","Weber St",79,14,22,6,78.4,68.8,9.57,7.92,9.29,8.2,17.49,21,9,77.3,70.5,6.8,3.42,4.4,3.95,8.35,1,0.79,0.7,7,11
"290",1995,4,67,"Oklahoma","Manhattan",77,13,23,9,81.7,73.6,8.13,7.1,10.19,5.03,15.22,26,5,75.3,62.2,13.03,-3.91,0.59,8.53,9.12,1,0.72,0.84,10,9
"291",1995,5,81,"Arizona St","Ball St",66,12,24,9,78.3,70.6,7.7,9,7.49,9.21,16.7,19,11,77.8,72.8,5.03,2.61,5.81,-0.45,5.36,0,0.73,0.63,-15,7
"292",1995,6,68,"Georgetown","Xavier",63,11,21,10,75.5,69.3,6.23,6.53,3.87,8.88,12.76,23,5,83.9,71.9,11.93,-0.83,9.96,0.22,10.17,0,0.68,0.82,-5,5
"293",1995,7,64,"Iowa St","Florida",61,10,23,11,76.7,67.6,9.09,9.7,5.34,11.23,16.57,17,13,72.6,68.6,4.03,11.37,4.87,10.53,15.4,0,0.68,0.57,-3,3
"294",1995,1,79,"Wake Forest","North Carolina A&T",47,16,26,6,71.4,62.8,8.59,10.91,3.55,15.95,19.5,15,15,68.2,71.9,-3.67,-9.2,-12.84,-1.25,-14.09,0,0.81,0.5,-32,15
"295",1995,2,68,"Massachusetts","St Peters",51,15,29,5,80.9,65.7,15.12,8.07,12.67,10.52,23.19,19,11,68.3,67.1,1.17,-3.12,-6.97,5.01,-1.96,0,0.85,0.63,-17,13
"296",1995,3,81,"Villanova","Old Dominion",89,14,25,8,78.4,70.1,8.36,8.3,8.34,8.05,16.39,21,12,77.2,74.3,2.88,1.28,3.03,1.13,4.16,1,0.76,0.64,8,11
"297",1995,4,73,"Oklahoma St","Drexel",49,13,27,10,77.3,64.3,12.95,10.26,6.97,14.75,21.72,22,8,75.4,66,9.37,-3.69,1.73,3.95,5.68,0,0.73,0.73,-24,9
"298",1995,5,91,"Alabama","Pennsylvania",85,12,23,10,73,64.1,8.88,6.62,1.36,14.14,15.5,22,6,82.2,67.5,14.71,-5.39,8.37,0.95,9.33,0,0.7,0.79,-6,7
"299",1995,6,68,"Tulsa","Illinois",62,11,24,8,74.8,67.4,7.44,4.66,3.95,8.42,12.37,19,12,73.1,68.5,4.52,7.71,2.97,9.01,11.97,0,0.75,0.61,-6,5
"300",1995,7,68,"Charlotte","Stanford",70,10,19,9,74.5,68.8,5.71,3.56,3.74,5.54,9.28,20,9,79,73.1,5.86,7.24,7.21,5.89,13.11,1,0.68,0.69,2,3
"301",1995,1,92,"UCLA","Florida International",56,16,31,2,87.5,73.9,13.67,10.03,16.46,7.25,23.7,11,19,67.3,72.4,-5.13,-5.35,-9.79,-0.7,-10.49,0,0.94,0.37,-36,15
"302",1995,2,100,"Connecticut","Chattanooga",71,15,28,5,86,74.4,11.58,7.65,15.98,3.25,19.23,19,11,76.5,72.3,4.13,-4.56,-1.73,0.24,-1.49,0,0.85,0.63,-29,13
"303",1995,3,87,"Maryland","Gonzaga",63,14,26,8,86.6,73.9,12.71,10.44,17.47,5.22,22.69,21,9,76.5,66.1,10.4,-0.21,3.36,5.21,8.57,0,0.76,0.7,-24,11
"304",1995,4,76,"Utah","Long Beach St",64,13,28,6,77.6,64.9,12.68,4.85,7.23,9.06,16.29,20,10,72.4,69.9,2.5,3.67,-1.13,6.42,5.29,0,0.82,0.67,-12,9
"305",1995,5,75,"Mississippi St","Santa Clara",67,12,22,8,73.4,64.6,8.8,8.48,3.53,13.76,17.28,21,7,76.3,68.6,7.75,1.99,3.58,6.33,9.91,0,0.73,0.75,-8,7
"306",1995,6,73,"Oregon","Texas",90,11,19,9,85.2,80.4,4.75,10.64,15.28,-0.64,14.64,23,7,92.9,80.8,12.07,3.65,18.73,-3.01,15.72,1,0.68,0.77,17,5
"307",1995,7,77,"Cincinnati","Temple",71,10,22,12,81,71.3,9.74,8.87,12.38,6.22,18.6,19,11,62.7,59.7,2.97,9.26,-7.51,19.73,12.22,0,0.65,0.63,-6,3
"308",1996,1,68,"Connecticut","Colgate",59,16,32,3,82.6,64.7,17.86,8.19,13.24,12.81,26.05,15,15,72.1,73.2,-1.03,-3.63,-0.71,-3.96,-4.67,0,0.91,0.5,-9,15
"309",1996,2,66,"Cincinnati","UNC Greensboro",61,15,28,5,79.6,65.2,14.42,7.69,13.51,8.6,22.11,20,10,71,65.7,5.23,-7.18,-4.32,2.37,-1.95,0,0.85,0.67,-5,13
"310",1996,3,90,"Georgia Tech","Austin Peay",79,14,24,12,80.2,76,4.25,12.7,14.3,2.65,16.95,19,11,79.2,74.1,5.1,-4.19,3.25,-3.66,-0.4,0,0.67,0.63,-11,11
"311",1996,4,41,"UCLA","Princeton",43,13,23,8,77.4,70.6,6.81,7.34,9.7,4.45,14.15,22,7,59.1,51.7,7.45,-4.15,-12.41,14.94,2.53,1,0.74,0.76,2,9
"312",1996,5,58,"Mississippi St","VCU",51,12,26,8,73.1,65.6,7.47,8.72,4.19,12,16.19,24,9,73.9,66.4,7.52,-0.09,2.18,5.25,7.42,0,0.76,0.73,-7,7
"313",1996,6,51,"Indiana","Boston College",64,11,19,12,75.8,69.1,6.68,10.88,10.05,7.56,17.61,19,11,78.2,70.5,7.7,9.23,9.35,7.58,16.93,1,0.61,0.63,13,5
"314",1996,7,61,"Temple","Oklahoma",43,10,20,13,60,58.2,1.79,9.3,-7.14,18.23,11.08,17,13,79,73.1,5.97,6.83,10.38,2.41,12.79,0,0.61,0.57,-18,3
"315",1996,1,73,"Purdue","Western Carolina",71,16,26,6,73.1,64.3,8.75,8.5,5.1,12.15,17.25,17,13,81,79.9,1.13,-4.31,7.12,-11.98,-4.86,0,0.81,0.57,-2,15
"316",1996,2,92,"Kansas","South Carolina St",54,15,29,5,80.6,65.3,15.35,7.24,12.79,8.6,21.39,22,8,72,64.2,7.77,-13.09,-7.23,2,-5.23,0,0.85,0.73,-38,13
"317",1996,3,90,"Arizona","Valparaiso",51,14,26,7,81.6,71.9,9.73,8.42,13.67,4.48,18.14,21,11,78.2,73.3,4.91,-9.2,0.05,-5.18,-5.13,0,0.79,0.66,-39,11
"318",1996,4,88,"Syracuse","Montana St",55,13,29,9,76.2,68.6,7.63,11.35,9.37,9.62,18.99,21,9,80.8,69.9,10.9,-2.45,5.94,1.54,7.48,0,0.76,0.7,-33,9
"319",1996,5,63,"Memphis","Drexel",75,12,22,8,73.5,65.7,7.77,6.58,6.09,8.26,14.35,27,4,82.6,66.3,16.26,-5.05,7.24,3.75,10.99,1,0.73,0.87,12,7
"320",1996,6,81,"Iowa","George Washington",79,11,23,9,79.6,67.9,11.75,6.9,11.94,6.71,18.65,21,8,78,72.7,5.38,3.61,8.45,0.55,8.99,0,0.72,0.72,-2,5
"321",1996,7,79,"Maryland","Santa Clara",91,10,17,13,81.3,76.3,5.07,9.93,13.87,1.13,15,20,9,70.8,66.1,4.72,4.09,0.96,7.85,8.81,1,0.57,0.69,12,3
"322",1996,1,92,"Massachusetts","Central Florida",70,16,35,2,74.8,62.4,12.46,8.92,8.03,13.36,21.38,11,19,74.8,79.8,-5.07,-3.83,-0.37,-9.63,-10,0,0.95,0.37,-22,15
"323",1996,2,93,"Georgetown","Mississippi Valley St",56,15,29,8,83.3,68.8,14.51,9.83,14.17,8.46,22.63,22,7,85.7,76.5,9.24,-11.92,3.02,-8.58,-5.56,0,0.78,0.76,-37,13
"324",1996,3,74,"Texas Tech","Northern Illinois",73,14,30,2,82.2,69.4,12.75,2.11,9.52,5.34,14.86,20,10,75,66,9,-3.59,0.61,3.76,4.37,0,0.94,0.67,-1,11
"325",1996,4,68,"Marquette","Monmouth",44,13,23,8,72.9,63.4,9.52,4.93,4.99,9.46,14.45,20,10,68.8,65.2,3.67,-5.56,-5.46,3.57,-1.89,0,0.74,0.67,-24,9
"326",1996,5,80,"Penn St","Arkansas",86,12,21,7,74.8,64.1,10.75,6.33,7.88,9.2,17.08,20,13,77.6,74,3.58,8.08,9.28,2.38,11.66,1,0.75,0.61,6,7
"327",1996,6,86,"North Carolina","New Orleans",62,11,21,11,77.6,71,6.59,11.42,11.42,6.6,18.02,21,9,72.6,68.1,4.5,1.46,3.42,2.54,5.96,0,0.66,0.7,-24,5
"328",1996,7,69,"New Mexico","Kansas St",48,10,28,5,77.8,69.5,8.3,3.42,7.15,4.4,11.55,17,12,67.9,67.7,0.24,7.71,-0.47,8.22,7.75,0,0.85,0.59,-21,3
"329",1996,1,110,"Kentucky","San Jose St",72,16,34,2,91.4,69.4,22.08,10.05,24.6,7.54,32.14,13,17,72,76.4,-4.37,1.2,0.54,-3.7,-3.16,0,0.94,0.43,-38,15
"330",1996,2,62,"Wake Forest","Louisiana Monroe",50,15,26,6,68.9,61.3,7.53,10.72,1.16,17.09,18.26,16,14,77.3,75.2,2.07,-3.63,2.17,-4.7,-2.53,0,0.81,0.53,-12,13
"331",1996,3,92,"Villanova","Portland",58,14,26,7,75.5,66.6,8.88,11.47,9.45,10.89,20.34,19,11,76.2,72.2,4.07,-0.18,4.9,-3.16,1.75,0,0.79,0.63,-34,11
"332",1996,4,73,"Utah","Canisius",67,13,27,7,76.7,63.9,12.88,6.42,5.47,13.05,18.52,19,11,65.8,63,2.73,-1.6,-4.97,6.11,1.14,0,0.79,0.63,-6,9
"333",1996,5,74,"Iowa St","California",64,12,24,9,67.4,63.4,4,7.24,-1.93,12.83,10.9,17,11,75.6,70.1,5.46,6.44,7.08,4.82,11.9,0,0.73,0.61,-10,7
"334",1996,6,82,"Louisville","Tulsa",80,11,22,12,76.5,71.2,5.29,9.85,9.6,5.59,15.18,22,8,76.4,65,11.4,1.52,6.14,6.78,12.92,0,0.65,0.73,-2,5
"335",1996,7,76,"Michigan","Texas",80,10,21,11,71.3,64.9,6.47,8.55,4.24,10.77,15.02,21,10,81.8,74.4,7.39,5.05,12.25,0.19,12.44,1,0.66,0.68,4,3
"336",1997,1,92,"Kentucky","Montana",54,16,35,5,83.1,62.8,20.33,9.26,18.09,11.19,29.29,21,11,73.1,68.5,4.59,-3.14,-0.62,1.2,0.58,0,0.88,0.66,-38,15
"337",1997,2,75,"Utah","Navy",61,15,29,4,74.4,61.7,12.76,5.46,6.45,11.13,17.58,20,9,72.3,67.4,4.86,-7.05,-2.29,-1.28,-3.57,0,0.88,0.69,-14,13
"338",1997,3,68,"Wake Forest","St Marys",46,14,24,7,69,58.3,10.68,10.27,5.15,15.79,20.94,23,8,70.6,65.1,5.52,-0.86,-0.06,3.31,3.24,0,0.77,0.74,-22,11
"339",1997,4,75,"St Josephs","Pacific",65,13,26,7,71.2,66,5.24,7.69,5.61,7.32,12.94,24,6,72.9,60,12.87,-2.38,0.29,8.43,8.72,0,0.79,0.8,-10,9
"340",1997,5,73,"Boston College","Valparaiso",66,12,22,9,74.4,69.1,5.23,6.69,9.15,2.77,11.92,24,7,76,66.1,9.94,-4.98,1.69,2.03,3.71,0,0.71,0.77,-7,7
"341",1997,6,80,"Stanford","Oklahoma",67,11,22,8,80.9,69,11.87,9.21,12.79,7.1,19.89,19,11,74.3,65.3,8.93,5.03,6.02,7.94,13.97,0,0.73,0.63,-13,5
"342",1997,7,79,"Charlotte","Georgetown",67,10,22,9,71.5,65.9,5.58,5.25,5.46,5.37,10.83,20,10,69.4,62.9,6.57,5.84,3,7.88,10.87,0,0.71,0.67,-12,3
"343",1997,1,78,"Minnesota","Southwest Texas St",46,16,31,4,78.3,63.4,14.94,9.2,12.22,11.12,23.34,16,13,70.5,69.4,1.07,-7.72,-5.76,-1.78,-7.54,0,0.89,0.55,-32,15
"344",1997,2,109,"UCLA","Charleston Southern",75,15,24,8,79.9,73.8,6.19,10.43,13.2,3.42,16.62,17,13,71.7,70.1,1.63,-6.56,-0.95,-5.97,-6.92,0,0.75,0.57,-34,13
"345",1997,3,86,"Cincinnati","Butler",69,14,26,8,80.7,65.5,15.21,5.51,14.35,6.36,20.71,23,10,69.6,60.7,8.88,-0.16,0.52,7.09,7.61,0,0.76,0.7,-17,11
"346",1997,4,68,"Clemson","Miami Ohio",56,13,23,10,68.2,61.5,6.7,10.53,3.9,13.33,17.23,21,9,73.4,65,8.37,0.63,1.83,7.17,9,0,0.7,0.7,-12,9
"347",1997,5,81,"Tulsa","Boston University",58,12,24,10,72.4,63,9.47,5.53,5.66,9.34,15,25,5,67.3,62,5.37,-2.86,-4.27,6.78,2.51,0,0.71,0.83,-23,7
"348",1997,6,69,"Iowa St","Illinois St",57,11,22,9,67.5,60.4,7.13,6.3,-0.02,13.45,13.43,24,6,74.1,65.7,8.47,2.28,6.7,4.11,10.81,0,0.71,0.8,-12,5
"349",1997,7,80,"Xavier","Vanderbilt",68,10,23,6,83.2,72.3,10.86,5.28,16.17,-0.03,16.14,19,12,69.5,65.5,4.06,7.78,4.21,7.34,11.55,0,0.79,0.61,-12,3
"350",1997,1,82,"North Carolina","Fairfield",74,16,28,7,77.4,66.7,10.71,12,14.08,7.15,21.23,11,19,66.4,69.2,-2.8,-2.38,-3.02,-2.17,-5.18,0,0.8,0.37,-8,15
"351",1997,2,65,"South Carolina","Coppin St",78,15,24,8,74.1,66.7,7.44,7,8.93,6.16,15.09,22,9,79.1,72.5,6.58,-7.79,3.87,-5.08,-1.21,1,0.75,0.71,13,13
"352",1997,3,59,"New Mexico","Old Dominion",55,14,25,8,75.8,63.5,12.27,3.69,6.05,8.64,14.69,22,11,71,66.8,4.18,-0.46,1.08,2.65,3.72,0,0.76,0.67,-4,11
"353",1997,4,101,"Villanova","Long Island Brooklyn",91,13,24,10,75.1,67.9,7.15,9.44,9.3,7.33,16.62,21,9,91.5,83.6,7.97,-4.22,19.47,-15.72,3.75,0,0.71,0.7,-10,9
"354",1997,5,55,"California","Princeton",52,12,23,9,75.1,67.8,7.22,10.12,7.89,9.45,17.34,24,4,64.8,53.4,11.32,-3.08,-5.32,12.43,7.11,0,0.72,0.86,-3,7
"355",1997,6,65,"Louisville","Massachusetts",57,11,26,9,75.2,70.9,4.26,7.72,9.43,2.55,11.98,19,14,66.4,64.6,1.79,9.04,1.73,8.82,10.54,0,0.74,0.58,-8,5
"356",1997,7,58,"Wisconsin","Texas",71,10,18,10,59.1,55.3,3.79,9.42,-4.87,18.07,13.2,18,12,76.3,73.5,2.87,9.47,9.99,2.35,12.34,1,0.64,0.6,13,3
"357",1997,1,78,"Kansas","Jackson St",64,16,34,2,84.9,66.1,18.83,7.94,19.67,6.93,26.6,14,16,71.3,74.9,-3.63,-7.44,-6.14,-5.33,-11.47,0,0.94,0.47,-14,15
"358",1997,2,71,"Duke","Murray St",68,15,24,9,79.7,66.2,13.45,9.06,15.47,7.05,22.52,20,10,78.6,72.5,6.17,-8.18,0.72,-4.98,-4.26,0,0.73,0.67,-3,13
"359",1997,3,70,"Georgia","Chattanooga",73,14,24,9,72,65.9,6.06,7.03,6.5,6.59,13.09,24,11,76.6,65.2,11.4,-5.22,0.56,2.03,2.59,1,0.73,0.69,3,11
"360",1997,4,65,"Arizona","South Alabama",57,13,25,9,83.8,73.3,10.56,11.04,17.62,4.04,21.66,23,7,66.2,56.6,9.6,-4.51,-8.26,12.29,4.03,0,0.74,0.77,-8,9
"361",1997,5,66,"Maryland","College of Charleston",75,12,21,11,75.2,66.8,8.44,9.08,11.32,6.19,17.52,29,3,78.3,65.9,12.38,-6.84,4.32,1.54,5.86,1,0.66,0.91,9,7
"362",1997,6,90,"Illinois","USC",77,11,22,10,76.5,68.7,7.84,7.83,10.43,5.25,15.68,17,11,79.6,76.3,3.29,10.16,13.68,0.83,14.51,0,0.69,0.61,-13,5
"363",1997,7,59,"Marquette","Providence",81,10,22,9,68,57.8,10.26,3.19,2.61,10.84,13.45,24,12,76.5,70.1,6.39,8.31,9.8,4.37,14.17,1,0.71,0.67,22,3
"364",1998,1,88,"North Carolina","Navy",52,16,34,4,81.9,65.6,16.29,10.38,17.14,9.53,26.67,19,11,71.1,64.7,6.37,-7.49,-5.03,1.25,-3.79,0,0.89,0.63,-36,15
"365",1998,2,93,"Connecticut","Fairleigh Dickinson",85,15,32,5,76.6,63.9,12.78,7.89,9.33,11.35,20.67,23,7,83.7,75.1,8.6,-5.38,9.43,-6.54,2.9,0,0.86,0.77,-8,13
"366",1998,3,61,"South Carolina","Richmond",62,14,23,8,71.3,67.4,3.97,8.77,4.81,7.7,12.51,23,8,70,61.9,8.03,-1.7,1.04,5.3,6.34,1,0.74,0.74,1,11
"367",1998,4,83,"Michigan St","Eastern Michigan",71,13,22,8,73.4,64,9.4,9.25,7.43,11.22,18.65,20,10,79.8,75.5,4.27,2.67,10.37,-3.67,6.7,0,0.73,0.67,-12,9
"368",1998,5,69,"Princeton","UNLV",57,12,27,2,66.5,51.4,15.07,-3.6,-3.1,14.64,11.54,20,13,69.5,66.6,2.88,5.34,1.47,5.97,7.43,0,0.93,0.61,-12,7
"369",1998,6,68,"Xavier","Washington",69,11,22,8,83.5,68.8,14.7,4.76,15.11,4.34,19.46,20,10,78.6,76.6,2,8.28,10.84,-0.56,10.28,1,0.73,0.67,1,5
"370",1998,7,94,"Indiana","Oklahoma",87,10,20,12,76.8,73.3,3.47,10.71,12.02,2.17,14.18,22,11,74.6,68.3,6.33,4.19,3.84,5.57,9.41,0,0.62,0.67,-7,3
"371",1998,1,99,"Arizona","Nicholls St",60,16,30,5,90.8,74.6,16.2,8.36,22.24,2.32,24.56,19,10,76.8,75.7,1.17,-5.94,2.12,-7.45,-5.33,0,0.86,0.66,-39,15
"372",1998,2,65,"Cincinnati","Northern Arizona",62,15,27,6,76.1,63.2,12.88,4.97,7.93,9.92,17.85,21,8,80.2,67.4,12.83,-5.14,2.97,3.53,6.5,0,0.82,0.72,-3,13
"373",1998,3,85,"Utah","San Francisco",68,14,30,4,70,57.6,12.41,4.9,2.74,14.35,17.08,19,11,73.2,66.3,6.93,1.31,3.12,4.67,7.8,0,0.88,0.63,-17,11
"374",1998,4,82,"Maryland","Utah St",68,13,21,11,78.8,72.1,6.69,12.1,13.8,4.99,18.79,25,8,72,64.8,7.12,1.44,-1.08,7.62,6.54,0,0.66,0.76,-14,9
"375",1998,5,64,"Illinois","South Alabama",51,12,23,10,69.7,63.5,6.24,8.97,3.44,11.78,15.21,21,7,65,54.5,10.5,-2.93,-7.78,15.35,7.57,0,0.7,0.75,-13,7
"376",1998,6,74,"Arkansas","Nebraska",65,11,24,9,82.3,72.4,9.91,5.79,15.08,1.09,16.17,20,12,71.6,68.5,3.06,5.65,3.41,5.3,8.72,0,0.73,0.62,-9,5
"377",1998,7,52,"Temple","West Virginia",82,10,21,9,65.7,60.7,5,7.5,-1.6,14.1,12.5,24,9,80.2,69.2,11.06,6.95,12.02,4.22,16.24,1,0.7,0.73,30,3
"378",1998,1,110,"Kansas","Prairie View",52,16,35,4,84.6,67.4,17.23,6.51,15.49,7.34,22.83,13,17,72.5,80.1,-7.63,-6.19,-7.05,-10.06,-17.11,0,0.9,0.43,-58,15
"379",1998,2,95,"Purdue","Delaware",56,15,28,8,83.7,72.3,11.44,9.23,17.01,3.66,20.67,20,10,73,70.4,2.67,-3.42,-0.34,-1.59,-1.92,0,0.78,0.67,-39,13
"380",1998,3,67,"Stanford","College of Charleston",57,14,30,5,80.2,68.3,11.91,8.12,10.95,8,18.95,24,6,70.1,55.4,14.67,-9.03,-6.69,11.13,4.44,0,0.86,0.8,-10,11
"381",1998,4,69,"Ole Miss","Valparaiso",70,13,22,7,80.5,68.1,12.41,7.07,12.39,4.84,17.22,23,10,73.9,68.4,5.55,-2.66,-0.21,1.97,1.76,1,0.76,0.7,1,9
"382",1998,5,87,"TCU","Florida St",96,12,27,6,97.2,77.9,19.36,2.7,25.89,-3.6,22.29,18,14,71.5,69.3,2.16,10.78,5.71,7.23,12.93,1,0.82,0.56,9,7
"383",1998,6,72,"Clemson","Western Michigan",75,11,18,14,72.2,65.3,6.84,10.33,6.4,10.77,17.17,21,8,78.8,70.4,8.38,1.9,8.48,1.8,10.28,1,0.56,0.72,3,5
"384",1998,7,64,"St Johns","Detroit",66,10,22,10,72.9,68.2,4.75,6.76,5.28,6,11.28,25,6,74.6,63.1,11.52,0.49,3.3,6.57,9.86,1,0.69,0.81,2,3
"385",1998,1,99,"Duke","Radford",63,16,32,4,85.6,64.1,21.5,9.32,18.44,11.12,29.55,20,10,75.7,72.1,3.63,-9.38,0.07,-5.32,-5.25,0,0.89,0.67,-36,15
"386",1998,2,82,"Kentucky","South Carolina St",67,15,35,4,80.1,67,13.1,9.85,13.42,9.53,22.95,22,8,74.3,70,4.27,-10.23,-2.54,-3.11,-5.65,0,0.9,0.73,-15,13
