"","Year","Seed1","Score1","Team1","Team2","Score2","Seed2","W1","L1","Pts1","Opp1","MOV1","SOS1","OSRS1","DSRS1","SRS1","W2","L2","Pts2","Opp2","MOV2","SOS2","OSRS2","DSRS2","SRS2","Upset","WP1","WP2","upsetMOV","seedDiff"
"517",2003,7,71,"Memphis","Arizona St",84,10,23,7,74.4,66.4,7.97,5.27,7.76,5.47,13.23,20,12,77,70.5,6.47,9.27,9.79,5.22,15.02,1,0.77,0.62,13,3
"518",2003,1,82,"Texas","UNC Asheville",61,16,26,7,79.3,69.7,9.64,9.28,14.32,4.6,18.91,15,17,72.5,78.6,-6.06,-5.6,-1.06,-12.13,-13.19,0,0.79,0.47,-21,15
"519",2003,2,85,"Florida","Sam Houston St",55,15,25,8,75.3,64.5,10.79,7.76,9.99,8.56,18.55,23,7,72.8,65,7.8,-6.86,-1.13,-0.52,-1.65,0,0.76,0.77,-30,13
"520",2003,3,71,"Xavier","Troy",59,14,26,6,77.6,66.1,11.47,4.62,10.02,6.06,16.08,26,6,79.9,70.7,9.19,-4.8,5.67,-2.82,2.86,0,0.81,0.81,-12,11
"521",2003,4,77,"Stanford","San Diego",69,13,24,9,72.5,67.6,4.88,8.37,4.81,8.45,13.25,18,12,75.5,71.4,4.07,2.74,5.27,0.19,5.47,0,0.73,0.6,-8,9
"522",2003,5,58,"Connecticut","BYU",53,12,23,10,79.5,71.2,8.21,7.63,12.51,3.33,15.84,23,9,71.8,63.5,8.34,5.29,4.22,9.42,13.64,0,0.7,0.72,-5,7
"523",2003,6,75,"Maryland","UNC Wilmington",73,11,21,10,79.7,66.7,13,7.56,13.93,6.62,20.56,24,7,71.4,60.1,11.32,-2.8,1.09,7.44,8.52,0,0.68,0.77,-2,5
"524",2003,7,79,"Michigan St","Colorado",64,10,22,13,67.6,61.2,6.4,9.72,2.61,13.51,16.12,20,12,75.2,70.3,4.81,8.01,9.09,3.73,12.83,0,0.63,0.62,-15,3
"525",2003,1,71,"Oklahoma","South Carolina St",54,16,27,7,70.4,60,10.32,8.53,5.03,13.83,18.86,20,11,72.2,71.3,0.94,-10.14,-1.39,-7.82,-9.2,0,0.79,0.65,-17,15
"526",2003,2,76,"Wake Forest","East Tennessee St",73,15,25,6,77.8,67.8,10,6.96,11.31,5.65,16.96,20,11,82,75.2,6.81,-2.94,6.53,-7.43,-0.9,0,0.81,0.65,-3,13
"527",2003,3,76,"Syracuse","Manhattan",65,14,30,5,79.6,69.6,10,9.02,14.27,4.75,19.02,23,7,75.8,68,7.77,-1.99,3.8,1.98,5.78,0,0.86,0.77,-11,11
"528",2003,4,86,"Louisville","Austin Peay",64,13,25,7,81.6,68.7,12.97,6.84,17.19,2.62,19.81,23,8,71.1,67.8,3.32,-1.98,-4.25,3.41,-0.84,0,0.78,0.74,-22,9
"529",2003,5,46,"Mississippi St","Butler",47,12,21,10,69.4,59.7,9.65,8.01,3.99,13.66,17.65,27,6,67.5,60.2,7.36,2.24,-0.54,9.65,9.11,1,0.68,0.82,1,7
"530",2003,6,77,"Oklahoma St","Pennsylvania",63,11,22,10,69.5,62.6,6.88,8.46,3.38,11.24,14.62,22,6,69.9,60,9.89,-1.45,1.04,7.41,8.44,0,0.69,0.79,-14,5
"531",2003,7,63,"St Josephs","Auburn",65,10,23,7,70.4,59.5,10.9,3.71,2.32,12.29,14.61,22,12,70.8,65.7,5.09,8.35,5.02,7.66,12.68,1,0.77,0.65,2,3
"532",2004,1,96,"Kentucky","Florida A&M",76,16,27,5,73.9,63.6,10.28,8.54,8.82,10.01,18.83,15,17,72.2,74.1,-1.91,-7.94,1.06,-10.91,-9.85,0,0.84,0.47,-20,15
"533",2004,2,76,"Gonzaga","Valparaiso",49,15,28,3,81.8,66.2,15.61,3.32,13.83,5.1,18.94,18,13,71.5,71,0.52,0.01,0.82,-0.91,-0.09,0,0.9,0.58,-27,13
"534",2004,3,65,"Georgia Tech","Northern Iowa",60,14,28,10,76.6,67.2,9.45,11.21,11.6,9.06,20.66,21,10,69.3,65,4.26,3.21,2.88,3.99,6.87,0,0.74,0.68,-5,11
"535",2004,4,78,"Kansas","Illinois Chicago",53,13,24,9,75.8,67.2,8.64,9.44,11.12,5.98,17.1,24,8,69.5,63,6.47,-0.47,0.74,5.26,6,0,0.73,0.75,-25,9
"536",2004,5,58,"Providence","Pacific",66,12,20,9,71,64.4,6.66,8.21,6.6,8.27,14.87,25,8,68.8,63.5,5.3,0.95,1.26,4.51,5.76,1,0.69,0.76,8,7
"537",2004,6,58,"Boston College","Utah",51,11,24,10,68,63.2,4.82,7.17,3.45,8.54,11.99,24,9,64.7,57.4,7.3,4.53,-2.72,14.09,11.37,0,0.71,0.73,-7,5
"538",2004,7,66,"Michigan St","Nevada",72,10,18,12,71.3,67.5,3.77,8.38,8.72,3.43,12.15,25,9,75.9,66.4,9.47,5.82,9.33,5.58,14.91,1,0.6,0.74,6,3
"539",2004,1,82,"St Josephs","Liberty",63,16,30,2,77.4,62.3,15.06,4.97,11.01,9.03,20.03,18,15,69.2,67.4,1.82,-4.22,-2.83,-0.3,-3.12,0,0.94,0.55,-19,15
"540",2004,2,75,"Oklahoma St","Eastern Washington",56,15,31,4,77.1,62.5,14.57,7.23,10.54,10.3,20.85,17,13,70.1,67.8,2.23,-0.34,0.06,0.78,0.83,0,0.89,0.57,-19,13
"541",2004,3,53,"Pittsburgh","Central Florida",44,14,31,5,67.9,56.4,11.53,6.49,2.4,15.8,18.2,25,6,70.4,61.8,8.55,-5.87,-4.65,6.52,1.86,0,0.86,0.81,-9,11
"542",2004,4,79,"Wake Forest","VCU",78,13,21,10,83.5,76.1,7.42,11.03,19.39,-0.94,18.45,23,8,71,64.1,6.97,-0.17,1.39,5.41,6.8,0,0.68,0.74,-1,9
"543",2004,5,60,"Florida","Manhattan",75,12,20,11,76.4,69.3,7.1,9.19,11.84,4.44,16.28,25,6,74.5,64,10.55,-1.25,3.44,5.86,9.3,1,0.65,0.81,15,7
"544",2004,6,76,"Wisconsin","Richmond",64,11,25,7,68.4,57,11.47,7.49,4.02,14.94,18.96,20,13,64.5,59.5,5,5.07,-1.65,11.72,10.07,0,0.78,0.61,-12,5
"545",2004,7,59,"Memphis","South Carolina",43,10,22,8,72.4,65.3,7.1,5.96,7.13,5.93,13.06,23,11,70.1,62.6,7.44,5.33,4.95,7.81,12.77,0,0.73,0.68,-16,3
"546",2004,1,96,"Duke","Alabama St",61,16,31,6,79.8,65,14.81,10.86,15.78,9.9,25.67,16,15,61.4,61.7,-0.29,-10.78,-12.51,1.41,-11.1,0,0.84,0.52,-35,15
"547",2004,2,85,"Mississippi St","Monmouth",52,15,26,4,77.3,66.6,10.7,6.08,11.76,5.02,16.78,21,12,68.3,67.5,0.82,-5.65,-4.52,-0.31,-4.84,0,0.87,0.64,-33,13
"548",2004,3,66,"Texas","Princeton",49,14,25,8,76.6,66.5,10.12,8.4,10.46,8.06,18.52,20,8,62.9,56.8,6.04,-3.31,-8.15,9.69,1.54,0,0.76,0.71,-17,11
"549",2004,4,80,"Cincinnati","East Tennessee St",77,13,25,7,76.7,64.3,12.47,6.28,11.39,7.37,18.75,27,6,79.3,69.4,9.91,-3.15,6.33,-2.14,4.19,0,0.78,0.82,-3,9
"550",2004,5,72,"Illinois","Murray St",53,12,26,7,72.8,62.9,9.85,7.09,8.42,8.52,16.93,28,6,80.3,68.9,11.41,-3.2,8.51,-1.29,7.22,0,0.79,0.82,-19,7
"551",2004,6,63,"North Carolina","Air Force",52,11,19,11,82.1,74.8,7.37,12.04,18.51,0.89,19.4,22,7,59.9,50.9,9.03,0.08,-9.42,18.54,9.12,0,0.63,0.76,-11,5
"552",2004,7,80,"Xavier","Louisville",70,10,26,11,71.2,63.2,8,5.84,4.66,9.18,13.84,20,10,73.2,61.5,11.63,6.97,7.8,10.8,18.6,0,0.7,0.67,-10,3
"553",2004,1,71,"Stanford","Texas San Antonio",45,16,30,2,73.6,60.5,13.13,4.33,4.9,12.56,17.46,19,14,72.7,71.7,1,-6.11,-1.03,-6.19,-7.22,0,0.94,0.58,-26,15
"554",2004,2,70,"Connecticut","Vermont",53,15,33,6,78.8,63.9,14.87,7.77,14.17,8.47,22.64,22,9,66,62.4,3.61,-6.36,-4.57,1.83,-2.74,0,0.85,0.71,-17,13
"555",2004,3,61,"NC State","Louisiana Lafayette",52,14,21,10,72.9,65.1,7.84,10.61,7.39,11.06,18.45,20,9,77,69,8.07,0.42,6.46,-0.22,6.24,0,0.68,0.69,-9,11
"556",2004,4,86,"Maryland","UTEP",83,13,20,12,77.4,72.1,5.28,11.68,12.12,4.85,16.96,24,8,77.5,67.5,9.94,3.55,9.85,1.57,11.42,0,0.62,0.75,-3,9
"557",2004,5,80,"Syracuse","BYU",75,12,23,8,73.1,67.6,5.45,7.61,8,5.07,13.06,21,9,73.3,65.5,7.8,6.31,7.66,5.04,12.7,0,0.74,0.7,-5,7
"558",2004,6,71,"Vanderbilt","Western Michigan",58,11,23,10,73.2,65,8.12,7.57,7.32,8.37,15.69,26,5,78.5,66.1,12.42,0.2,8.01,3.99,12,0,0.7,0.84,-13,5
"559",2004,7,76,"DePaul","Dayton",69,10,22,10,70.5,67.8,2.69,6.38,5.18,3.89,9.06,24,9,68,64.5,3.55,3.58,0.57,6.55,7.12,0,0.69,0.73,-7,3
"560",2005,1,67,"Illinois","Fairleigh Dickinson",55,16,37,2,77,61.1,15.9,8.48,12.23,11.88,24.11,20,13,73.7,70,3.7,-6.91,1.19,-5.32,-4.13,0,0.95,0.61,-12,15
"561",2005,2,63,"Oklahoma St","Southeastern Louisiana",50,15,26,7,78.3,65.2,13.09,9.67,13.69,7.71,21.39,24,9,63.2,55.8,7.36,-5.23,-11.44,10.57,-0.87,0,0.79,0.73,-13,13
"562",2005,3,66,"Arizona","Utah St",53,14,30,7,79.7,69.7,9.97,8.02,13.78,4.22,18,24,8,72.3,57.8,14.59,-1.48,3.5,9.25,12.75,0,0.81,0.75,-13,11
"563",2005,4,85,"Boston College","Pennsylvania",65,13,25,5,72.5,64.5,7.97,6.42,7.49,6.9,14.38,20,9,68.3,61.7,6.69,-1.98,0.27,4.44,4.71,0,0.83,0.69,-20,9
"564",2005,5,73,"Alabama","Wisconsin Milwaukee",83,12,24,8,75.8,65.1,10.72,6.81,9.53,7.22,16.75,26,6,75,64.3,10.66,1.45,8.29,2.13,10.42,1,0.75,0.81,10,7
"565",2005,6,68,"LSU","UAB",82,11,20,10,75.2,71.4,3.83,7.77,10.39,1.21,11.6,22,11,77.5,71.8,5.64,4.77,10.91,-0.5,10.41,1,0.67,0.67,14,5
"566",2005,7,65,"Southern Illinois","St Marys",56,10,27,8,67.6,60.7,6.91,5.13,1.11,10.43,11.54,25,9,69.8,64.1,5.74,2.4,1.01,5.67,6.68,0,0.77,0.74,-9,3
"567",2005,1,88,"Washington","Montana",77,16,29,6,86.5,74.2,12.29,7.65,20.97,-1.21,19.76,18,13,69.4,68.8,0.65,-3.5,-1.44,-2.2,-3.64,0,0.83,0.58,-11,15
"568",2005,2,70,"Wake Forest","Chattanooga",54,15,27,6,84.9,74,10.91,10.27,20.23,0.01,20.24,20,11,72.7,65.6,7.06,-3.58,-2.1,0.73,-1.37,0,0.82,0.65,-16,13
"569",2005,3,74,"Gonzaga","Winthrop",64,14,26,5,79.2,69.6,9.52,4.36,12.53,0.76,13.29,27,6,68,59.4,8.61,-6.66,-5.43,5.91,0.48,0,0.84,0.82,-10,11
"570",2005,4,68,"Louisville","Louisiana Lafayette",62,13,33,5,80.7,64.1,16.58,6.17,13.82,8.74,22.56,20,11,72.2,68,4.19,1.9,3.37,2.33,5.7,0,0.87,0.65,-6,9
"571",2005,5,80,"Georgia Tech","George Washington",68,12,20,12,74.1,66.7,7.44,9.77,9.41,7.8,17.21,22,8,76.9,67.4,9.57,1.05,9.66,0.96,10.62,0,0.62,0.73,-12,7
"572",2005,6,78,"Texas Tech","UCLA",66,11,22,11,76.8,69.3,7.52,9.11,11.27,4.97,16.23,18,11,73.7,71.7,2.07,7.08,7.63,1.53,9.15,0,0.67,0.62,-12,5
"573",2005,7,63,"West Virginia","Creighton",61,10,24,11,71.5,67.3,4.14,7.62,5.77,6,11.76,23,11,71.2,64.9,6.29,3.85,4.55,5.59,10.14,0,0.69,0.68,-2,3
"574",2005,1,96,"North Carolina","Oakland",68,16,33,4,88,70.3,17.76,10.66,23.52,4.9,28.42,13,19,70.9,73.5,-2.59,0.86,1.82,-4.48,-2.66,0,0.89,0.41,-28,15
"575",2005,2,77,"Connecticut","Central Florida",71,15,23,8,78,66.8,11.19,7.62,13.23,5.58,18.81,24,9,69.8,65.2,4.61,-7.78,-6.35,1.44,-4.91,0,0.74,0.73,-6,13
"576",2005,3,63,"Kansas","Bucknell",64,14,23,7,75,65.2,9.83,10.85,12.24,8.44,20.68,23,10,63.5,59,4.58,-2.19,-5.26,7.38,2.12,1,0.77,0.7,1,11
"577",2005,4,67,"Florida","Ohio",62,13,24,8,76.2,63.1,13.06,7.13,10.39,9.8,20.19,21,11,71.5,67.9,3.56,1.82,3.99,1.4,5.39,0,0.75,0.66,-5,9
"578",2005,5,55,"Villanova","New Mexico",47,12,24,8,73,62.4,10.63,8.43,9.72,9.34,19.06,26,7,75.5,64.3,11.24,1.5,6.36,4.72,11.08,0,0.75,0.79,-8,7
"579",2005,6,57,"Wisconsin","Northern Iowa",52,11,25,9,67.4,60.2,7.15,9.61,3.7,13.06,16.76,21,11,72.2,66.5,5.75,5.29,5.47,4.65,10.12,0,0.74,0.66,-5,5
"580",2005,7,63,"Charlotte","NC State",75,10,21,8,77.8,72.2,5.66,3.97,11.8,-2.17,9.62,21,14,73.1,66.1,7,9.15,6.86,9.29,16.15,1,0.72,0.6,12,3
"581",2005,1,63,"Duke","Delaware St",46,16,27,6,78.2,65.2,12.97,10.05,13,10.02,23.01,19,14,61.9,61.7,0.21,-6.89,-9.38,2.71,-6.68,0,0.82,0.58,-17,15
"582",2005,2,72,"Kentucky","Eastern Kentucky",64,15,28,6,73.6,62.6,11.06,8.1,9.01,10.15,19.16,22,9,72.8,67,5.74,-5.18,-1.55,-1.13,-2.68,0,0.82,0.71,-8,13
"583",2005,3,84,"Oklahoma","Niagara",67,14,25,8,75.2,63.3,11.88,8.84,9.43,10.54,19.96,20,10,84.6,78.4,6.2,-3.09,13.31,-10.19,3.12,0,0.76,0.67,-17,11
"584",2005,4,57,"Syracuse","Vermont",60,13,27,7,74.9,64.6,10.32,6.83,9.18,6.77,15.95,25,7,71.8,62.1,9.75,-1.95,3.58,4.22,7.8,1,0.79,0.78,3,9
"585",2005,5,89,"Michigan St","Old Dominion",81,12,26,7,78.5,65.4,13.06,7.41,13.85,6.63,20.47,28,6,71.5,61.1,10.32,-2.59,0.35,5.62,5.97,0,0.79,0.82,-8,7
"586",2005,6,60,"Utah","UTEP",54,11,29,6,68,57.3,10.69,4.53,-1.28,15.28,14,27,8,74.7,65.1,9.66,0.91,7.28,2.32,9.6,0,0.83,0.77,-6,5
"587",2005,7,76,"Cincinnati","Iowa",64,10,25,8,75.9,64.5,11.36,6.74,10.04,7.6,17.64,21,12,72.9,67.3,5.64,9.34,10.21,4.77,14.98,0,0.76,0.64,-12,3
"588",2006,1,70,"Duke","Southern",54,16,32,4,81.1,68.1,13,8.77,16.73,5.04,21.77,20,13,63.4,62.7,0.7,-6.69,-6.53,0.56,-5.97,0,0.89,0.61,-16,15
"589",2006,2,60,"Texas","Pennsylvania",52,15,30,7,75.2,60.3,14.89,6.99,10.42,11.47,21.89,20,9,68.5,60.1,8.38,-2.31,0.18,5.83,6.01,0,0.81,0.69,-8,13
"590",2006,3,63,"Iowa","Northwestern St",64,14,25,9,66.3,58.9,7.38,6.8,0.84,13.34,14.18,26,8,75.7,69.6,6.12,-1.38,4.63,-0.62,4.01,1,0.74,0.76,1,11
"591",2006,4,80,"LSU","Iona",64,13,27,9,73.1,63.9,9.28,8.77,8.79,8.75,17.54,23,8,79.8,72.2,7.65,-0.78,7.92,-1.06,6.86,0,0.75,0.74,-16,9
"592",2006,5,58,"Syracuse","Texas A&M",66,12,23,12,72.4,68.9,3.51,8.16,8.15,3.53,11.68,22,9,68.7,60.3,8.42,4.77,2.29,10.9,13.19,1,0.66,0.71,8,7
"593",2006,6,64,"West Virginia","Southern Illinois",46,11,22,11,70.7,63.4,7.3,8.54,6.45,8.05,14.51,22,11,60.4,56.5,3.94,4.62,-4.15,13.08,8.93,0,0.67,0.67,-18,5
"594",2006,7,52,"California","NC State",58,10,20,11,68.6,64.5,4.13,8.84,4.05,8.25,12.31,22,10,74.5,67.4,7.06,5.63,7.62,5.08,12.7,1,0.65,0.69,6,3
"595",2006,1,94,"Memphis","Oral Roberts",78,16,33,4,80,65.5,14.57,4.24,13.92,4.89,18.81,21,12,74.9,68.1,6.79,-2.35,3.3,-0.07,3.23,0,0.89,0.64,-16,15
"596",2006,2,78,"UCLA","Belmont",44,15,32,7,67.7,58.7,9.08,8.27,3.19,14.15,17.34,20,11,80.6,76,4.61,-6.72,6.22,-9.76,-3.53,0,0.82,0.65,-34,13
"597",2006,3,79,"Gonzaga","Xavier",75,14,29,4,80.1,72.8,7.3,5.02,13.46,-1.14,12.32,21,11,71.6,63.4,8.13,1.99,5.73,4.38,10.11,0,0.88,0.66,-4,11
"598",2006,4,73,"Kansas","Bradley",77,13,25,8,75.2,61.3,13.82,7.6,9.07,10.95,20.02,22,11,71.5,65.1,6.39,5.38,7.66,4.12,11.78,1,0.76,0.67,4,9
"599",2006,5,79,"Pittsburgh","Kent St",64,12,25,8,72.5,63.1,9.36,7.01,6.76,9.61,16.37,25,9,72.3,65.9,6.44,0,4.23,2.04,6.27,0,0.76,0.74,-15,7
"600",2006,6,87,"Indiana","San Diego St",83,11,19,12,72,67.2,4.74,7.36,6.89,5.21,12.1,24,9,74.4,67.4,7.06,3.65,7.63,2.18,9.81,0,0.61,0.73,-4,5
"601",2006,7,85,"Marquette","Alabama",90,10,20,11,75,69.4,5.65,8.16,9.9,1.43,11.33,18,13,70.3,67.5,2.71,8.08,6.19,4.6,10.79,1,0.65,0.58,5,3
"602",2006,1,72,"Connecticut","Albany",59,16,30,4,81.8,67.1,14.65,6.57,16.43,4.79,21.22,21,11,68.6,64.5,4.03,-4.25,-0.45,0.01,-0.44,0,0.88,0.66,-13,15
"603",2006,2,63,"Tennessee","Winthrop",61,15,22,8,80.4,73.5,6.97,7.76,15.85,-1.12,14.73,23,8,73.4,61.2,12.23,-4.93,0.13,6.14,6.28,0,0.73,0.74,-2,13
"604",2006,3,69,"North Carolina","Murray St",65,14,23,8,79.4,68.6,10.71,7.77,14.58,3.9,18.48,24,7,71.1,61.3,9.74,-5.07,-1.3,5.46,4.16,0,0.74,0.77,-4,11
"605",2006,4,78,"Illinois","Air Force",69,13,26,7,70,58.7,11.33,6.29,4.6,12.59,17.2,24,7,64.2,54.7,9.52,2.49,-4.54,14.74,10.2,0,0.79,0.77,-9,9
"606",2006,5,75,"Washington","Utah St",61,12,26,7,82,69.9,12.12,5.96,18.11,-0.03,18.08,23,9,72.1,64.7,7.41,1.79,3.6,4.16,7.76,0,0.79,0.72,-14,7
"607",2006,6,65,"Michigan St","George Mason",75,11,22,12,74.1,68.6,5.47,7.27,9.98,2.26,12.24,27,8,69.4,60.1,9.34,2.77,1.91,10.21,12.11,1,0.65,0.77,10,5
"608",2006,7,86,"Wichita St","Seton Hall",66,10,26,9,69.2,61.9,7.34,4.72,3.87,7.59,11.45,18,12,67.8,67.1,0.67,6.11,2.86,3.91,6.78,0,0.74,0.6,-20,3
"609",2006,1,58,"Villanova","Monmouth",45,16,28,5,74.2,63.8,10.36,9.23,10.6,8.91,19.51,19,15,64.4,63.4,1.06,-4.05,-5.77,2.77,-2.99,0,0.85,0.56,-13,15
"610",2006,2,70,"Ohio St","Davidson",62,15,26,6,73.8,63.7,10.19,5.9,8.75,7.34,16.08,20,11,77.5,68.9,8.58,-3.04,5.01,-3.13,1.89,0,0.81,0.65,-8,13
"611",2006,3,76,"Florida","South Alabama",50,14,33,6,78.3,63.5,14.72,5.49,12.24,7.97,20.21,24,7,73.6,65.6,8.06,-2.18,3.96,0.92,4.88,0,0.85,0.77,-26,11
"612",2006,4,88,"Boston College","Pacific",76,13,28,8,74.2,66.2,8,6.1,7.52,6.27,13.79,24,8,74.3,64,10.31,-1.57,2.87,4.07,6.93,0,0.78,0.75,-12,9
"613",2006,5,79,"Nevada","Montana",87,12,27,6,72.8,63.7,9.03,2.26,5.11,5.05,10.16,24,7,79,71,7.97,-0.96,6.6,-1.75,4.86,1,0.82,0.77,8,7
"614",2006,6,74,"Oklahoma","Wisconsin Milwaukee",82,11,20,9,68.8,63.7,5.1,6.79,4.42,7.47,11.89,22,9,74,66.5,7.52,1.47,5.71,1.94,7.65,1,0.69,0.71,8,5
"615",2006,7,54,"Georgetown","Northern Iowa",49,10,23,10,66,58.9,7.06,6.92,0.97,13,13.98,23,10,65.6,57.8,7.82,5.13,0.53,11.02,11.55,0,0.7,0.7,-5,3
"616",2007,1,112,"Florida","Jackson St",69,16,35,5,79.8,62.6,17.23,7.34,13.68,10.15,23.82,21,14,71.1,73.5,-2.34,-9.94,-0.43,-11.84,-12.28,0,0.88,0.6,-43,15
"617",2007,2,76,"Wisconsin","Texas A&M Corpus Christi",63,15,30,6,70.2,57.9,12.33,6.95,6.68,12.6,19.28,26,7,79.2,69.8,9.48,-4.8,6.79,-3.72,3.07,0,0.83,0.79,-13,13
"618",2007,3,58,"Oregon","Miami Ohio",56,14,29,8,75.9,66.2,9.65,6.3,10.84,5.11,15.95,18,15,59.5,57.4,2.03,2.78,-7.5,12.31,4.81,0,0.78,0.55,-2,11
"619",2007,4,82,"Maryland","Davidson",70,13,25,9,79,67.5,11.47,7.59,13.58,5.48,19.06,29,5,81.3,68.7,12.62,-2.26,10.36,-2.06,8.31,0,0.74,0.85,-12,9
"620",2007,5,57,"Butler","Old Dominion",46,12,29,7,67.6,57.1,10.5,3.94,1.44,12.9,14.34,24,9,69.4,62,7.39,0.44,2.25,5.58,7.83,0,0.81,0.73,-11,7
"621",2007,6,64,"Notre Dame","Winthrop",74,11,24,8,81,68,13,4.97,15.72,1.22,16.94,29,5,74.9,61.4,13.44,-1.2,0.71,8.46,9.17,1,0.75,0.85,10,5
"622",2007,7,67,"UNLV","Georgia Tech",63,10,30,7,74.9,66.8,8.16,5.37,6.49,6.5,12.98,20,12,78.6,69.4,9.16,9.36,12.37,4.8,17.17,0,0.81,0.62,-4,3
"623",2007,1,107,"Kansas","Niagara",67,16,33,5,78.4,61.7,16.68,6.86,12.51,10.11,22.62,23,12,75.8,74.5,1.29,-4.7,4.08,-7.49,-3.41,0,0.87,0.66,-40,15
"624",2007,2,70,"UCLA","Weber St",42,15,30,6,71.4,59.9,11.44,9.84,6.24,14.66,20.9,20,12,70.8,69.2,1.63,-3.33,-3.29,-0.74,-4.03,0,0.83,0.62,-28,13
"625",2007,3,79,"Pittsburgh","Wright St",58,14,29,8,71.3,62.8,8.46,8.53,6.74,10.25,16.99,23,10,64.4,62.2,2.24,-0.31,-4.09,6.03,1.94,0,0.78,0.7,-21,11
"626",2007,4,61,"Southern Illinois","Holy Cross",51,13,29,7,62.9,56.2,6.75,7.53,-1.52,15.11,13.59,25,9,63.9,57.5,6.38,-3.06,-4.88,8.21,3.32,0,0.81,0.74,-10,9
"627",2007,5,54,"Virginia Tech","Illinois",52,12,22,12,71.4,64.1,7.26,8.26,4.69,9.66,14.35,23,12,64.1,57.1,7.09,7.09,-0.04,14.22,14.18,0,0.65,0.66,-2,7
"628",2007,6,77,"Duke","VCU",79,11,22,11,70.4,62,8.36,10.49,5.87,12.98,18.85,28,7,75,65.7,9.37,0.2,7.77,1.73,9.5,1,0.67,0.8,2,5
"629",2007,7,70,"Indiana","Gonzaga",57,10,21,11,70.2,61.8,8.44,8.35,8,8.78,16.78,23,11,78.5,70.1,8.38,3.77,10.18,1.97,12.15,0,0.66,0.68,-13,3
"630",2007,1,85,"North Carolina","Eastern Kentucky",65,16,31,7,85.7,68.6,17.11,9.3,20.55,5.85,26.41,21,12,65.2,63.3,1.88,-5.28,-6.16,1.97,-4.19,0,0.82,0.64,-20,15
"631",2007,2,80,"Georgetown","Belmont",55,15,30,7,69.1,58,11.05,9.48,5.08,14.54,19.62,23,10,72.4,64.5,7.94,-4.71,0.1,-0.49,-0.39,0,0.81,0.7,-25,13
"632",2007,3,70,"Washington St","Oral Roberts",54,14,26,8,66.9,59.5,7.32,6,0.87,12.46,13.33,23,11,71.8,64.9,6.88,-1.04,1.83,2.71,4.54,0,0.76,0.68,-16,11
"633",2007,4,79,"Texas","New Mexico St",67,13,25,10,81.7,72.2,9.49,6.12,14.84,0.77,15.6,25,9,78,72.4,5.59,0.01,7.06,-2.02,5.04,0,0.71,0.74,-12,9
"634",2007,5,77,"USC","Arkansas",60,12,25,12,71.8,65.2,6.57,7.87,7.22,6.56,13.78,21,14,71.1,66,5.03,8.75,5.51,8.26,13.77,0,0.68,0.6,-17,7
"635",2007,6,77,"Vanderbilt","George Washington",44,11,22,12,76.3,70.2,6.09,7.79,9.91,2.85,12.76,23,9,70.2,64.6,5.63,0.64,2.23,3.38,5.61,0,0.65,0.72,-33,5
"636",2007,7,84,"Boston College","Texas Tech",75,10,21,12,74.3,69.8,4.55,9.21,8.76,5,13.76,21,13,71.7,69.1,2.59,7.16,5.79,3.92,9.71,0,0.64,0.62,-9,3
"637",2007,1,78,"Ohio St","Central Connecticut St",57,16,35,4,74.5,62,12.51,9.03,10.98,10.56,21.54,22,12,68.9,66.1,2.85,-6.48,-4.19,0.56,-3.63,0,0.9,0.65,-21,15
"638",2007,2,73,"Memphis","North Texas",58,15,33,4,78.9,63.1,15.81,3.91,11.61,8.11,19.72,23,11,77,71.2,5.79,-6.59,2.55,-5.66,-3.11,0,0.89,0.68,-15,13
"639",2007,3,68,"Texas A&M","Pennsylvania",52,14,27,7,75.6,59.4,16.15,5.13,9.34,11.94,21.27,22,9,74.1,67.7,6.35,-1.64,5.09,-0.93,4.16,0,0.79,0.71,-16,11
"640",2007,4,84,"Virginia","Albany",57,13,21,11,77,70.8,6.13,7.96,10.39,2.5,12.89,23,10,67.9,65.1,2.85,-4.75,-1.94,0.34,-1.6,0,0.66,0.7,-27,9
"641",2007,5,121,"Tennessee","Long Beach St",86,12,24,11,80.9,75.1,5.83,9.15,15.77,-0.8,14.97,24,8,80.5,75.3,5.22,-2.07,9.11,-6.87,2.24,0,0.69,0.75,-35,7
"642",2007,6,78,"Louisville","Stanford",58,11,24,10,71.6,63.1,8.5,7.69,5.98,10.11,16.08,18,13,69.5,67.1,2.42,9.06,5.44,5.72,11.16,0,0.71,0.58,-20,5
"643",2007,7,77,"Nevada","Creighton",71,10,29,5,77.4,67.5,9.88,1.09,9.57,1.01,10.58,22,11,67.3,60.9,6.33,6.24,2.95,9.62,12.57,0,0.85,0.67,-6,3
"644",2008,1,113,"North Carolina","Mount St Marys",74,16,36,3,88.6,72.5,16.05,8.12,23.41,0.76,24.17,19,15,69.2,67.7,1.53,-5.12,-3.87,0.28,-3.59,0,0.92,0.56,-39,15
"645",2008,2,72,"Tennessee","American",57,15,31,5,81.8,70,11.86,7.84,15.69,2.73,18.41,21,12,64.8,62.1,2.76,-4,-4.6,2.73,-1.87,0,0.86,0.64,-15,13
"646",2008,3,79,"Louisville","Boise St",61,14,27,9,72.5,61.5,11,8,7.15,11.85,19,25,9,81.4,75.5,5.88,-2.07,10.33,-8.73,1.6,0,0.75,0.74,-18,11
